,first_row_left,first_row_middle,first_row_right,center_row_left,center_row_middle,center_row_right,bottom_row_left,bottom_row_middle,bottom_row_right,is_win
477,o,b,b,x,o,o,x,x,x,positive
478,o,b,b,o,x,o,x,x,x,positive
479,o,b,b,o,o,x,x,x,x,positive
480,o,b,b,o,b,b,x,x,x,positive
481,o,b,b,b,o,b,x,x,x,positive
482,o,b,b,b,b,o,x,x,x,positive
483,b,x,x,o,x,o,x,o,b,positive
484,b,x,x,o,x,o,x,b,o,positive
485,b,x,x,o,x,o,o,x,b,positive
486,b,x,x,o,x,o,b,x,o,positive
487,b,x,x,o,x,b,x,o,o,positive
488,b,x,x,o,x,b,o,x,o,positive
489,b,x,x,o,o,x,o,b,x,positive
490,b,x,x,o,o,x,b,o,x,positive
491,b,x,x,o,b,x,o,o,x,positive
492,b,x,x,b,x,o,x,o,o,positive
493,b,x,x,b,x,o,o,x,o,positive
494,b,x,x,b,o,x,o,o,x,positive
495,b,x,o,x,x,x,o,o,b,positive
496,b,x,o,x,x,x,o,b,o,positive
497,b,x,o,x,x,x,b,o,o,positive
498,b,x,o,x,x,o,o,x,b,positive
499,b,x,o,x,x,b,o,x,o,positive
500,b,x,o,o,x,x,o,x,b,positive
501,b,x,o,o,x,x,b,x,o,positive
502,b,x,o,o,x,o,x,x,b,positive
503,b,x,o,o,x,o,b,x,x,positive
504,b,x,o,o,x,b,x,x,o,positive
505,b,x,o,o,x,b,o,x,x,positive
506,b,x,o,o,x,b,b,x,b,positive
507,b,x,o,o,o,b,x,x,x,positive
508,b,x,o,o,b,o,x,x,x,positive
509,b,x,o,b,x,x,o,x,o,positive
510,b,x,o,b,x,o,o,x,x,positive
511,b,x,o,b,x,o,b,x,b,positive
512,b,x,o,b,x,b,o,x,b,positive
513,b,x,o,b,x,b,b,x,o,positive
514,b,x,o,b,o,o,x,x,x,positive
515,b,x,b,x,x,o,o,x,o,positive
516,b,x,b,o,x,x,o,x,o,positive
517,b,x,b,o,x,o,x,x,o,positive
518,b,x,b,o,x,o,o,x,x,positive
519,b,x,b,o,x,o,b,x,b,positive
520,b,x,b,o,x,b,o,x,b,positive
521,b,x,b,o,x,b,b,x,o,positive
522,b,x,b,b,x,o,o,x,b,positive
523,b,x,b,b,x,o,b,x,o,positive
524,b,x,b,b,x,b,o,x,o,positive
525,b,o,x,x,x,x,o,o,b,positive
526,b,o,x,x,x,x,o,b,o,positive
527,b,o,x,x,x,x,b,o,o,positive
528,b,o,x,x,x,o,x,o,b,positive
529,b,o,x,x,x,o,x,b,o,positive
530,b,o,x,x,x,b,x,o,o,positive
531,b,o,x,x,o,x,o,b,x,positive
532,b,o,x,x,b,x,o,o,x,positive
533,b,o,x,o,x,x,x,o,b,positive
534,b,o,x,o,x,x,x,b,o,positive
535,b,o,x,o,x,x,o,b,x,positive
536,b,o,x,o,x,x,b,o,x,positive
537,b,o,x,o,x,o,x,x,b,positive
538,b,o,x,o,x,o,x,b,x,positive
539,b,o,x,o,x,b,x,x,o,positive
540,b,o,x,o,x,b,x,o,x,positive
541,b,o,x,o,x,b,x,b,b,positive
542,b,o,x,o,o,x,x,b,x,positive
543,b,o,x,o,o,x,b,x,x,positive
544,b,o,x,o,o,b,x,x,x,positive
545,b,o,x,o,b,x,x,o,x,positive
546,b,o,x,o,b,x,o,x,x,positive
547,b,o,x,o,b,x,b,b,x,positive
548,b,o,x,o,b,o,x,x,x,positive
549,b,o,x,b,x,x,x,o,o,positive
550,b,o,x,b,x,x,o,o,x,positive
551,b,o,x,b,x,o,x,x,o,positive
552,b,o,x,b,x,o,x,o,x,positive
553,b,o,x,b,x,o,x,b,b,positive
554,b,o,x,b,x,b,x,o,b,positive
555,b,o,x,b,x,b,x,b,o,positive
556,b,o,x,b,o,x,o,x,x,positive
557,b,o,x,b,o,x,b,b,x,positive
558,b,o,x,b,o,o,x,x,x,positive
559,b,o,x,b,b,x,o,b,x,positive
560,b,o,x,b,b,x,b,o,x,positive
561,b,o,o,x,x,x,x,o,b,positive
562,b,o,o,x,x,x,x,b,o,positive
563,b,o,o,x,x,x,o,x,b,positive
564,b,o,o,x,x,x,o,b,x,positive
565,b,o,o,x,x,x,b,x,o,positive
566,b,o,o,x,x,x,b,o,x,positive
567,b,o,o,x,x,x,b,b,b,positive
568,b,o,o,x,o,b,x,x,x,positive
569,b,o,o,x,b,o,x,x,x,positive
570,b,o,o,o,x,b,x,x,x,positive
571,b,o,o,o,b,x,x,x,x,positive
572,b,o,o,b,x,o,x,x,x,positive
573,b,o,o,b,o,x,x,x,x,positive
574,b,o,o,b,b,b,x,x,x,positive
575,b,o,b,x,x,x,x,o,o,positive
576,b,o,b,x,x,x,o,x,o,positive
577,b,o,b,x,x,x,o,o,x,positive
578,b,o,b,x,x,x,o,b,b,positive
579,b,o,b,x,x,x,b,o,b,positive
580,b,o,b,x,x,x,b,b,o,positive
581,b,o,b,x,o,o,x,x,x,positive
582,b,o,b,o,x,o,x,x,x,positive
583,b,o,b,o,o,x,x,x,x,positive
584,b,o,b,o,b,b,x,x,x,positive
585,b,o,b,b,o,b,x,x,x,positive
586,b,o,b,b,b,o,x,x,x,positive
587,b,b,x,x,x,o,x,o,o,positive
588,b,b,x,x,o,x,o,o,x,positive
589,b,b,x,o,x,x,x,o,o,positive
590,b,b,x,o,x,x,o,o,x,positive
591,b,b,x,o,x,o,x,x,o,positive
592,b,b,x,o,x,o,x,o,x,positive
593,b,b,x,o,x,o,x,b,b,positive
594,b,b,x,o,x,b,x,o,b,positive
595,b,b,x,o,x,b,x,b,o,positive
596,b,b,x,o,o,x,x,o,x,positive
597,b,b,x,o,o,x,o,x,x,positive
598,b,b,x,o,o,x,b,b,x,positive
599,b,b,x,o,b,x,o,b,x,positive
600,b,b,x,o,b,x,b,o,x,positive
601,b,b,x,b,x,o,x,o,b,positive
602,b,b,x,b,x,o,x,b,o,positive
603,b,b,x,b,x,b,x,o,o,positive
604,b,b,x,b,o,x,o,b,x,positive
605,b,b,x,b,o,x,b,o,x,positive
606,b,b,x,b,b,x,o,o,x,positive
607,b,b,o,x,x,x,x,o,o,positive
608,b,b,o,x,x,x,o,x,o,positive
609,b,b,o,x,x,x,o,o,x,positive
610,b,b,o,x,x,x,o,b,b,positive
611,b,b,o,x,x,x,b,o,b,positive
612,b,b,o,x,x,x,b,b,o,positive
613,b,b,o,x,o,o,x,x,x,positive
614,b,b,o,o,x,o,x,x,x,positive
615,b,b,o,o,o,x,x,x,x,positive
616,b,b,o,o,b,b,x,x,x,positive
617,b,b,o,b,o,b,x,x,x,positive
618,b,b,o,b,b,o,x,x,x,positive
619,b,b,b,x,x,x,o,o,b,positive
620,b,b,b,x,x,x,o,b,o,positive
621,b,b,b,x,x,x,b,o,o,positive
622,b,b,b,o,o,b,x,x,x,positive
623,b,b,b,o,b,o,x,x,x,positive
624,b,b,b,b,o,o,x,x,x,positive
625,x,x,o,x,x,o,o,b,o,negative
626,x,x,o,x,x,o,b,o,o,negative
627,x,x,o,x,x,b,o,o,o,negative
628,x,x,o,x,o,x,o,o,b,negative
629,x,x,o,x,o,x,o,b,o,negative
630,x,x,o,x,o,o,o,x,b,negative
631,x,x,o,x,o,o,o,b,x,negative
632,x,x,o,x,o,o,b,x,o,negative
633,x,x,o,x,o,b,o,x,o,negative
634,x,x,o,x,o,b,o,o,x,negative
635,x,x,o,x,o,b,o,b,b,negative
636,x,x,o,x,b,x,o,o,o,negative
637,x,x,o,x,b,o,o,x,o,negative
638,x,x,o,x,b,o,b,b,o,negative
639,x,x,o,o,x,o,x,b,o,negative
640,x,x,o,o,o,x,o,x,b,negative
641,x,x,o,o,o,x,o,b,x,negative
642,x,x,o,o,o,o,x,x,b,negative
643,x,x,o,o,o,o,x,b,x,negative
644,x,x,o,o,o,o,b,x,x,negative
645,x,x,o,o,o,b,o,x,x,negative
646,x,x,o,o,b,o,x,x,o,negative
647,x,x,o,b,x,x,o,o,o,negative
648,x,x,o,b,x,o,x,o,o,negative
649,x,x,o,b,x,o,b,b,o,negative
650,x,x,o,b,o,x,o,x,o,negative
651,x,x,o,b,o,x,o,o,x,negative
652,x,x,o,b,o,x,o,b,b,negative
653,x,x,o,b,o,o,x,x,o,negative
654,x,x,o,b,o,o,o,x,x,negative
655,x,x,o,b,o,b,o,x,b,negative
656,x,x,o,b,o,b,o,b,x,negative
657,x,x,o,b,b,o,x,b,o,negative
658,x,x,o,b,b,o,b,x,o,negative
659,x,x,b,x,x,o,o,o,o,negative
660,x,x,b,x,o,x,o,o,o,negative
661,x,x,b,x,b,b,o,o,o,negative
662,x,x,b,o,x,x,o,o,o,negative
663,x,x,b,o,o,o,x,x,o,negative
664,x,x,b,o,o,o,x,o,x,negative
665,x,x,b,o,o,o,x,b,b,negative
666,x,x,b,o,o,o,o,x,x,negative
667,x,x,b,o,o,o,b,x,b,negative
668,x,x,b,o,o,o,b,b,x,negative
669,x,x,b,b,x,b,o,o,o,negative
670,x,x,b,b,b,x,o,o,o,negative
671,x,o,x,x,x,b,o,o,o,negative
672,x,o,x,x,o,x,o,o,b,negative
673,x,o,x,x,o,x,b,o,o,negative
674,x,o,x,x,o,o,b,o,x,negative
675,x,o,x,x,o,b,o,o,x,negative
676,x,o,x,x,o,b,b,o,b,negative
677,x,o,x,x,b,x,o,o,o,negative
678,x,o,x,o,o,x,x,o,b,negative
679,x,o,x,o,o,o,x,x,b,negative
680,x,o,x,o,o,o,x,b,x,negative
681,x,o,x,o,o,o,b,x,x,negative
682,x,o,x,o,o,b,x,o,x,negative
683,x,o,x,b,x,x,o,o,o,negative
684,x,o,x,b,o,x,x,o,o,negative
685,x,o,x,b,o,x,b,o,b,negative
686,x,o,x,b,o,o,x,o,x,negative
687,x,o,x,b,o,b,x,o,b,negative
688,x,o,x,b,o,b,b,o,x,negative
689,x,o,o,x,x,o,b,x,o,negative
690,x,o,o,x,o,x,o,x,b,negative
691,x,o,o,x,o,x,o,b,x,negative
692,x,o,o,x,o,x,b,o,x,negative
693,x,o,o,x,o,b,o,x,x,negative
694,x,o,o,b,x,o,x,x,o,negative
695,x,o,o,b,o,x,x,o,x,negative
696,x,o,o,b,o,x,o,x,x,negative
697,x,o,b,x,o,x,o,o,x,negative
698,x,o,b,x,o,x,b,o,b,negative
699,x,o,b,x,o,b,b,o,x,negative
700,x,o,b,o,o,x,x,o,x,negative
701,x,o,b,b,o,x,x,o,b,negative
702,x,o,b,b,o,x,b,o,x,negative
703,x,o,b,b,o,b,x,o,x,negative
704,x,b,x,x,x,o,o,o,o,negative
705,x,b,x,x,o,x,o,o,o,negative
706,x,b,x,x,b,b,o,o,o,negative
707,x,b,x,o,x,x,o,o,o,negative
708,x,b,x,o,o,o,x,x,o,negative
709,x,b,x,o,o,o,x,o,x,negative
710,x,b,x,o,o,o,x,b,b,negative
711,x,b,x,o,o,o,o,x,x,negative
712,x,b,x,o,o,o,b,x,b,negative
713,x,b,x,o,o,o,b,b,x,negative
714,x,b,x,b,x,b,o,o,o,negative
715,x,b,x,b,b,x,o,o,o,negative
716,x,b,o,x,x,o,o,x,o,negative
717,x,b,o,x,x,o,b,b,o,negative
718,x,b,o,x,o,x,o,x,o,negative
719,x,b,o,x,o,x,o,o,x,negative
720,x,b,o,x,o,x,o,b,b,negative
721,x,b,o,x,o,o,o,x,x,negative
722,x,b,o,x,o,b,o,x,b,negative
723,x,b,o,x,o,b,o,b,x,negative
724,x,b,o,x,b,o,b,x,o,negative
725,x,b,o,o,x,o,x,x,o,negative
726,x,b,o,o,o,x,o,x,x,negative
727,x,b,o,b,x,o,x,b,o,negative
728,x,b,o,b,x,o,b,x,o,negative
729,x,b,o,b,o,x,o,x,b,negative
730,x,b,o,b,o,x,o,b,x,negative
731,x,b,o,b,o,b,o,x,x,negative
732,x,b,o,b,b,o,x,x,o,negative
733,x,b,b,x,x,b,o,o,o,negative
734,x,b,b,x,b,x,o,o,o,negative
735,x,b,b,o,o,o,x,x,b,negative
736,x,b,b,o,o,o,x,b,x,negative
737,x,b,b,o,o,o,b,x,x,negative
738,x,b,b,b,x,x,o,o,o,negative
739,o,x,x,x,x,b,o,o,o,negative
740,o,x,x,x,o,x,o,b,o,negative
741,o,x,x,x,o,x,b,o,o,negative
742,o,x,x,x,o,o,x,b,o,negative
743,o,x,x,x,o,o,b,x,o,negative
744,o,x,x,x,o,b,x,o,o,negative
745,o,x,x,x,o,b,o,x,o,negative
746,o,x,x,x,o,b,b,b,o,negative
747,o,x,x,x,b,x,o,o,o,negative
748,o,x,x,o,x,x,o,o,b,negative
749,o,x,x,o,x,x,o,b,o,negative
750,o,x,x,o,x,o,o,b,x,negative
751,o,x,x,o,x,b,o,o,x,negative
752,o,x,x,o,x,b,o,b,b,negative
753,o,x,x,o,o,x,x,b,o,negative
754,o,x,x,o,o,x,o,x,b,negative
755,o,x,x,o,o,x,b,x,o,negative
756,o,x,x,o,o,o,x,x,b,negative
757,o,x,x,o,o,o,x,b,x,negative
758,o,x,x,o,o,o,b,x,x,negative
759,o,x,x,o,o,b,x,x,o,negative
760,o,x,x,o,o,b,o,x,x,negative
761,o,x,x,o,b,x,o,x,o,negative
762,o,x,x,o,b,x,o,b,b,negative
763,o,x,x,o,b,o,o,x,x,negative
764,o,x,x,o,b,b,o,x,b,negative
765,o,x,x,o,b,b,o,b,x,negative
766,o,x,x,b,x,x,o,o,o,negative
767,o,x,x,b,o,x,x,o,o,negative
768,o,x,x,b,o,x,o,x,o,negative
769,o,x,x,b,o,x,b,b,o,negative
770,o,x,x,b,o,o,x,x,o,negative
771,o,x,x,b,o,b,x,b,o,negative
772,o,x,x,b,o,b,b,x,o,negative
773,o,x,o,x,x,o,x,b,o,negative
774,o,x,o,x,o,x,x,b,o,negative
775,o,x,o,x,o,x,o,x,b,negative
776,o,x,o,x,o,x,o,b,x,negative
777,o,x,o,x,o,x,b,x,o,negative
778,o,x,o,x,o,b,x,x,o,negative
779,o,x,o,x,o,b,o,x,x,negative
780,o,x,o,x,b,o,x,x,o,negative
781,o,x,o,o,x,x,o,b,x,negative
782,o,x,o,o,b,x,o,x,x,negative
783,o,x,o,b,o,x,x,x,o,negative
784,o,x,o,b,o,x,o,x,x,negative
785,o,x,b,x,o,x,x,o,o,negative
786,o,x,b,x,o,x,o,x,o,negative
787,o,x,b,x,o,x,b,b,o,negative
788,o,x,b,x,o,o,x,x,o,negative
789,o,x,b,x,o,b,x,b,o,negative
790,o,x,b,x,o,b,b,x,o,negative
791,o,x,b,o,x,x,o,o,x,negative
792,o,x,b,o,x,x,o,b,b,negative
793,o,x,b,o,x,b,o,b,x,negative
794,o,x,b,o,o,x,x,x,o,negative
795,o,x,b,o,o,x,o,x,x,negative
796,o,x,b,o,b,x,o,x,b,negative
797,o,x,b,o,b,x,o,b,x,negative
798,o,x,b,o,b,b,o,x,x,negative
799,o,x,b,b,o,x,x,b,o,negative
800,o,x,b,b,o,x,b,x,o,negative
801,o,x,b,b,o,b,x,x,o,negative
802,o,o,x,x,o,x,x,o,b,negative
803,o,o,x,x,o,x,x,b,o,negative
804,o,o,x,x,o,x,b,x,o,negative
805,o,o,x,x,o,b,x,x,o,negative
806,o,o,x,x,o,b,x,o,x,negative
807,o,o,x,o,x,x,o,x,b,negative
808,o,o,x,o,x,b,o,x,x,negative
809,o,o,x,b,o,x,x,x,o,negative
810,o,o,o,x,x,o,x,x,b,negative
811,o,o,o,x,x,o,x,b,x,negative
812,o,o,o,x,x,o,b,x,x,negative
813,o,o,o,x,x,b,x,x,o,negative
814,o,o,o,x,x,b,x,o,x,negative
815,o,o,o,x,x,b,x,b,b,negative
816,o,o,o,x,x,b,o,x,x,negative
817,o,o,o,x,x,b,b,x,b,negative
818,o,o,o,x,x,b,b,b,x,negative
819,o,o,o,x,o,x,x,x,b,negative
820,o,o,o,x,o,x,x,b,x,negative
821,o,o,o,x,o,x,b,x,x,negative
822,o,o,o,x,b,x,x,x,o,negative
823,o,o,o,x,b,x,x,o,x,negative
824,o,o,o,x,b,x,x,b,b,negative
825,o,o,o,x,b,x,o,x,x,negative
826,o,o,o,x,b,x,b,x,b,negative
827,o,o,o,x,b,x,b,b,x,negative
828,o,o,o,x,b,b,x,x,b,negative
829,o,o,o,x,b,b,x,b,x,negative
830,o,o,o,x,b,b,b,x,x,negative
831,o,o,o,o,x,x,x,x,b,negative
832,o,o,o,o,x,x,x,b,x,negative
833,o,o,o,o,x,x,b,x,x,negative
834,o,o,o,b,x,x,x,x,o,negative
835,o,o,o,b,x,x,x,o,x,negative
836,o,o,o,b,x,x,x,b,b,negative
837,o,o,o,b,x,x,o,x,x,negative
838,o,o,o,b,x,x,b,x,b,negative
839,o,o,o,b,x,x,b,b,x,negative
840,o,o,o,b,x,b,x,x,b,negative
841,o,o,o,b,x,b,x,b,x,negative
842,o,o,o,b,x,b,b,x,x,negative
843,o,o,o,b,b,x,x,x,b,negative
844,o,o,o,b,b,x,x,b,x,negative
845,o,o,o,b,b,x,b,x,x,negative
846,o,o,b,x,o,x,x,x,o,negative
847,o,o,b,x,o,x,x,o,x,negative
848,o,o,b,o,x,x,o,x,x,negative
849,o,b,x,x,o,x,x,o,o,negative
850,o,b,x,x,o,x,o,x,o,negative
851,o,b,x,x,o,x,b,b,o,negative
852,o,b,x,x,o,o,x,x,o,negative
853,o,b,x,x,o,b,x,b,o,negative
854,o,b,x,x,o,b,b,x,o,negative
855,o,b,x,o,x,x,o,x,o,negative
856,o,b,x,o,x,x,o,b,b,negative
857,o,b,x,o,x,o,o,x,x,negative
858,o,b,x,o,x,b,o,x,b,negative
859,o,b,x,o,x,b,o,b,x,negative
860,o,b,x,o,o,x,x,x,o,negative
861,o,b,x,o,b,x,o,x,b,negative
862,o,b,x,o,b,b,o,x,x,negative
863,o,b,x,b,o,x,x,b,o,negative
864,o,b,x,b,o,x,b,x,o,negative
865,o,b,x,b,o,b,x,x,o,negative
866,o,b,o,x,x,o,x,x,o,negative
867,o,b,o,x,o,x,x,x,o,negative
868,o,b,o,x,o,x,o,x,x,negative
869,o,b,o,o,x,x,o,x,x,negative
870,o,b,b,x,o,x,x,b,o,negative
871,o,b,b,x,o,x,b,x,o,negative
872,o,b,b,x,o,b,x,x,o,negative
873,o,b,b,o,x,x,o,x,b,negative
874,o,b,b,o,x,x,o,b,x,negative
875,o,b,b,o,x,b,o,x,x,negative
876,o,b,b,o,b,x,o,x,x,negative
877,o,b,b,b,o,x,x,x,o,negative
878,b,x,x,x,x,o,o,o,o,negative
879,b,x,x,x,o,x,o,o,o,negative
880,b,x,x,x,b,b,o,o,o,negative
881,b,x,x,o,x,x,o,o,o,negative
882,b,x,x,o,o,o,x,x,o,negative
883,b,x,x,o,o,o,x,o,x,negative
884,b,x,x,o,o,o,x,b,b,negative
885,b,x,x,o,o,o,o,x,x,negative
886,b,x,x,o,o,o,b,x,b,negative
887,b,x,x,o,o,o,b,b,x,negative
888,b,x,x,b,x,b,o,o,o,negative
889,b,x,x,b,b,x,o,o,o,negative
890,b,x,o,x,x,o,x,o,o,negative
891,b,x,o,x,x,o,b,b,o,negative
892,b,x,o,x,o,x,o,x,o,negative
893,b,x,o,x,o,x,o,o,x,negative
894,b,x,o,x,o,x,o,b,b,negative
895,b,x,o,x,o,o,x,x,o,negative
896,b,x,o,x,o,o,o,x,x,negative
897,b,x,o,x,o,b,o,x,b,negative
898,b,x,o,x,o,b,o,b,x,negative
899,b,x,o,x,b,o,x,b,o,negative
900,b,x,o,x,b,o,b,x,o,negative
901,b,x,o,o,o,x,o,x,x,negative
902,b,x,o,b,x,o,x,b,o,negative
903,b,x,o,b,o,x,o,x,b,negative
904,b,x,o,b,o,x,o,b,x,negative
905,b,x,o,b,o,b,o,x,x,negative
906,b,x,o,b,b,o,x,x,o,negative
907,b,x,b,x,x,b,o,o,o,negative
908,b,x,b,x,b,x,o,o,o,negative
909,b,x,b,o,o,o,x,x,b,negative
910,b,x,b,o,o,o,x,b,x,negative
911,b,x,b,o,o,o,b,x,x,negative
912,b,x,b,b,x,x,o,o,o,negative
913,b,o,x,x,o,x,x,o,o,negative
914,b,o,x,x,o,x,b,o,b,negative
915,b,o,x,x,o,o,x,o,x,negative
916,b,o,x,x,o,b,x,o,b,negative
917,b,o,x,x,o,b,b,o,x,negative
918,b,o,x,b,o,x,x,o,b,negative
919,b,o,x,b,o,b,x,o,x,negative
920,b,o,o,x,x,o,x,x,o,negative
921,b,o,o,x,o,x,x,o,x,negative
922,b,o,o,x,o,x,o,x,x,negative
923,b,o,b,x,o,x,x,o,b,negative
924,b,o,b,x,o,x,b,o,x,negative
925,b,o,b,x,o,b,x,o,x,negative
926,b,o,b,b,o,x,x,o,x,negative
927,b,b,x,x,x,b,o,o,o,negative
928,b,b,x,x,b,x,o,o,o,negative
929,b,b,x,o,o,o,x,x,b,negative
930,b,b,x,o,o,o,x,b,x,negative
931,b,b,x,o,o,o,b,x,x,negative
932,b,b,x,b,x,x,o,o,o,negative
933,b,b,o,x,x,o,x,b,o,negative
934,b,b,o,x,x,o,b,x,o,negative
935,b,b,o,x,o,x,o,x,b,negative
936,b,b,o,x,o,x,o,b,x,negative
937,b,b,o,x,o,b,o,x,x,negative
938,b,b,o,x,b,o,x,x,o,negative
939,b,b,o,b,x,o,x,x,o,negative
940,b,b,o,b,o,x,o,x,x,negative
941,x,x,o,o,x,x,x,o,o,negative
942,x,x,o,o,o,x,x,x,o,negative
943,x,x,o,o,o,x,x,o,x,negative
944,x,o,x,x,x,o,o,x,o,negative
945,x,o,x,x,o,x,o,x,o,negative
946,x,o,x,x,o,o,o,x,x,negative
947,x,o,x,o,x,x,o,x,o,negative
948,x,o,x,o,o,x,x,x,o,negative
949,x,o,o,o,x,x,x,x,o,negative
950,o,x,x,x,x,o,o,o,x,negative
951,o,x,x,x,o,o,x,o,x,negative
952,o,x,x,x,o,o,o,x,x,negative
953,o,x,o,x,x,o,x,o,x,negative
954,o,x,o,x,o,x,x,o,x,negative
955,o,x,o,o,x,x,x,o,x,negative
956,o,o,x,x,x,o,o,x,x,negative
